reference,clip_id,clip_voyage_id,clip_image_filename,clip_scale,clip_rotation,clip_translation_x,clip_translation_y,clip_clip_x1,clip_clip_y1,clip_clip_width,clip_clip_height,image_path,pixel_x,pixel_y,pixel_width,pixel_height
834/10,353,38189,E 190_834_10 Southampton Customer and Controller Coastal 1684 (16).JPG,0.9012460982,0.00,-1677,-1000,158,543,1657,233,834_10/E 190_834_10 Southampton Customer and Controller Coastal 1684 (16).JPG,1833.4,1571.2,1838.6,258.5
834/10,354,38190,E 190_834_10 Southampton Customer and Controller Coastal 1684 (22).JPG,0.9268112044,-3.00,-109,-435,26,473,1634,209,834_10/E 190_834_10 Southampton Customer and Controller Coastal 1684 (22).JPG,0.8,879.1,1763.0,225.5
834/10,355,38191,E 190_834_10 Southampton Customer and Controller Coastal 1684 (23).JPG,0.9833393576,3.00,-1722,-643,80,491,1791,226,834_10/E 190_834_10 Southampton Customer and Controller Coastal 1684 (23).JPG,1801.6,1131.7,1821.3,229.8
834/10,356,38192,E 190_834_10 Southampton Customer and Controller Coastal 1684 (24).JPG,0.9764446483,-3.00,-14,25,35,336,1698,204,834_10/E 190_834_10 Southampton Customer and Controller Coastal 1684 (24).JPG,6.2,288.3,1739.0,208.9
834/10,357,38193,E 190_834_10 Southampton Customer and Controller Coastal 1684 (31).JPG,0.7667954173,0.00,-248,-18,266,345,1323,238,834_10/E 190_834_10 Southampton Customer and Controller Coastal 1684 (31).JPG,112.9,89.9,1725.4,310.4
834/10,1760,39652,E 190_834_10 Southampton Customer and Controller Coastal 1684 (40).JPG,0.6893768546,0.00,-1448,-1067,362,364,1305,193,834_10/E 190_834_10 Southampton Customer and Controller Coastal 1684 (40).JPG,1790.4,1496.8,1893.0,280.0
834/10,358,38194,E 190_834_10 Southampton Customer and Controller Coastal 1684 (42).JPG,0.8088190109,-3.00,-266,-290,113,316,1444,113,834_10/E 190_834_10 Southampton Customer and Controller Coastal 1684 (42).JPG,25.7,452.8,1785.3,139.7
834/10,359,38195,E 190_834_10 Southampton Customer and Controller Coastal 1684 (42).JPG,0.8088190109,0.00,-258,-932,158,456,1434,128,834_10/E 190_834_10 Southampton Customer and Controller Coastal 1684 (42).JPG,71.5,1419.7,1773.0,158.3
834/10,360,38196,E 190_834_10 Southampton Customer and Controller Coastal 1684 (42).JPG,0.7927235126,0.00,-1478,-645,372,286,1425,100,834_10/E 190_834_10 Southampton Customer and Controller Coastal 1684 (42).JPG,1843.9,846.5,1797.6,126.1
834/12,361,38197,E 190_834_12 Southampton 25 Dec 1685 - 24 Jun 1686 (2).JPG,0.7583575883,3.00,-1933,-1556,301,462,1410,243,834_12/E 190_834_12 Southampton 25 Dec 1685 - 24 Jun 1686 (2).JPG,2252.5,2141.0,1859.3,320.4
834/12,362,38198,E 190_834_12 Southampton 25 Dec 1685 - 24 Jun 1686 (8).JPG,0.8597281324,-3.00,-502,-1289,88,402,1538,191,834_12/E 190_834_12 Southampton 25 Dec 1685 - 24 Jun 1686 (8).JPG,331.2,1700.6,1788.9,222.2
834/12,363,38199,E 190_834_12 Southampton 25 Dec 1685 - 24 Jun 1686 (8).JPG,0.7775227123,0.00,-1870,-1671,294,377,1424,119,834_12/E 190_834_12 Southampton 25 Dec 1685 - 24 Jun 1686 (8).JPG,2160.6,2167.0,1831.5,153.1
834/12,364,38200,E 190_834_12 Southampton 25 Dec 1685 - 24 Jun 1686 (11).JPG,0.6927727366,3.00,-1678,-768,551,242,1262,116,834_12/E 190_834_12 Southampton 25 Dec 1685 - 24 Jun 1686 (11).JPG,2252.5,734.2,1821.7,167.4
834/12,365,38201,E 190_834_12 Southampton 25 Dec 1685 - 24 Jun 1686 (11).JPG,0.6927727366,0.00,-1670,-1011,551,504,1229,144,834_12/E 190_834_12 Southampton 25 Dec 1685 - 24 Jun 1686 (11).JPG,2241.0,1463.1,1774.0,207.9
